Customer ID,Recency,Frequency,Monetary,KMeansCluster,DBSCANCluster
13458.0,15,2,2312.7,0,0
13459.0,260,2,1160.4099999999999,2,0
13461.0,36,5,2693.5,0,0
13462.0,46,4,1002.35,0,0
13463.0,56,1,-158.65,0,0
13464.0,30,6,2409.21,0,0
13465.0,82,2,931.12,0,0
13466.0,32,5,654.3,0,0
13468.0,4,49,7419.86,0,0
13469.0,289,1,82.4,2,0
13472.0,99,2,592.24,3,0
13473.0,210,7,1993.44,3,0
13474.0,79,2,419.75,0,0
13476.0,42,3,823.0,0,0
13477.0,91,5,1364.59,3,0
13478.0,105,7,2068.03,3,0
13479.0,85,4,517.5,0,0
13480.0,52,2,627.82,0,0
13481.0,4,7,2022.03,0,0
13482.0,263,1,151.45,2,0
13484.0,19,3,453.52,0,0
13485.0,12,14,2503.68,0,0
13487.0,141,2,271.47,3,0
13488.0,3,13,6603.12,0,0
13490.0,290,1,154.25,2,0
13491.0,8,18,3350.7400000000002,0,0
13495.0,2,9,3256.49,0,0
13497.0,4,6,945.28,0,0
13498.0,366,1,327.38,2,0
13500.0,37,1,299.53,0,0
13501.0,122,3,1529.79,3,0
13502.0,46,3,482.6,0,0
13503.0,115,11,1530.54,3,0
13506.0,5,6,1156.83,0,0
13508.0,278,1,176.07999999999998,2,0
13509.0,143,1,135.0,3,0
13510.0,11,12,2703.23,0,0
13511.0,119,2,244.61,3,0
13512.0,23,3,462.18,0,0
13513.0,77,3,591.89,0,0
13514.0,64,3,663.7,0,0
13515.0,85,2,374.7,0,0
13516.0,53,1,295.85,0,0
13519.0,78,1,220.46,0,0
13520.0,7,8,3192.9,0,0
13523.0,2,2,1136.64,0,0
13526.0,374,4,942.5999999999999,2,0
13527.0,54,6,2288.98,0,0
13528.0,318,1,-40.0,2,0
13530.0,270,1,402.97999999999996,2,0
13531.0,2,5,1254.72,0,0
13534.0,10,17,1711.42,0,0
13535.0,38,1,89.5,0,0
13537.0,61,2,717.85,0,0
13538.0,32,5,1822.28,0,0
13539.0,56,5,925.42,0,0
13540.0,103,3,632.39,3,0
13541.0,59,3,717.9,0,0
13542.0,12,18,3924.09,0,0
13543.0,270,2,1439.6100000000001,2,0
13544.0,47,5,505.64,0,0
13545.0,26,3,337.64,0,0
13546.0,18,2,465.15,0,0
13547.0,44,1,167.08,0,0
13548.0,107,1,223.28,3,0
13549.0,23,1,87.6,0,0
13550.0,19,1,342.55,0,0
13551.0,302,1,152.39999999999998,2,0
13552.0,45,16,3049.1,0,0
13553.0,310,1,499.6,2,0
13554.0,16,10,1547.46,0,0
13555.0,14,12,4700.11,0,0
13556.0,65,2,200.82,0,0
13557.0,30,14,2396.02,0,0
13559.0,148,2,990.0,3,0
13561.0,33,10,1661.54,0,0
13562.0,37,5,3038.85,0,0
13564.0,4,50,14948.800000000001,0,0
13565.0,47,1,174.57999999999998,0,0
13566.0,70,3,831.76,0,0
13567.0,64,5,1074.19,0,0
13569.0,3,3,497.74,0,0
13571.0,18,14,2448.32,0,0
13573.0,15,4,614.27,0,0
13574.0,47,1,404.45,0,0
13576.0,9,13,4812.85,0,0
13577.0,18,9,1688.32,0,0
13578.0,45,1,147.66,0,0
13579.0,5,5,1068.8,0,0
13580.0,42,1,107.75,0,0
13581.0,50,1,162.53,0,0
13582.0,25,2,241.68,0,0
13583.0,315,1,664.001,2,0
13584.0,134,4,198.0,3,0
13585.0,166,4,674.46,3,0
13586.0,177,1,127.28,3,0
13587.0,85,3,961.1,0,0
13589.0,85,4,741.09,0,0
13590.0,11,14,4308.62,0,0
13591.0,71,5,964.0600000000001,0,0
13593.0,23,10,3479.73,0,0
13594.0,121,2,111.45000000000002,3,0
13595.0,152,3,784.48,3,0
13597.0,24,3,372.21,0,0
13598.0,131,4,601.92,3,0
13599.0,2,21,4759.74,0,0
13600.0,270,1,298.9,2,0
13601.0,28,2,466.67,0,0
13602.0,17,3,596.28,0,0
13604.0,288,2,713.39,2,0
13605.0,23,2,522.67,0,0
13607.0,28,2,382.6,0,0
13608.0,176,1,232.05,3,0
13609.0,229,1,167.35,2,0
13610.0,23,8,1006.08,0,0
13611.0,10,10,2118.63,0,0
13612.0,154,2,777.79,3,0
13613.0,88,5,1039.8500000000001,0,0
13614.0,29,2,747.28,0,0
13615.0,30,10,5812.24,0,0
13616.0,204,2,283.85,3,0
13617.0,44,6,719.62,0,0
13619.0,180,2,224.94,3,0
13620.0,164,1,112.34,3,0
13622.0,324,2,651.45,2,0
13623.0,16,8,1760.53,0,0
13624.0,17,2,427.18,0,0
13625.0,232,1,301.26,2,0
13626.0,10,2,432.26,0,0
13627.0,124,3,593.53,3,0
13628.0,312,1,310.14,2,0
13629.0,49,8,5578.5,0,0
13632.0,30,4,1517.68,0,0
13633.0,239,1,-306.66,2,0
13634.0,10,12,2932.4900000000002,0,0
13635.0,73,5,1877.19,0,0
13639.0,72,1,312.93,0,0
13640.0,247,1,405.0,2,0
13641.0,276,7,921.82,2,0
13642.0,68,4,147.17,0,0
13643.0,16,12,1592.73,0,0
13646.0,35,3,323.3,0,0
13647.0,130,4,1393.56,3,0
13648.0,36,11,1679.01,0,0
13649.0,2,5,1304.88,0,0
13650.0,10,9,1289.16,0,0
13651.0,17,2,114.75,0,0
13652.0,4,3,1475.77,0,0
13653.0,123,1,152.2,3,0
13654.0,16,5,3600.67,0,0
13655.0,10,6,1326.33,0,0
13656.0,94,5,673.7,3,0
13658.0,19,6,3350.6,0,0
13659.0,52,14,3165.78,0,0
13660.0,31,2,295.74,0,0
13661.0,239,1,325.24,2,0
13662.0,21,10,1304.05,0,0
13663.0,16,5,1824.14,0,0
13664.0,318,1,-13.14,2,0
13665.0,22,3,1711.6599999999999,0,0
13666.0,56,2,43.25,0,0
13668.0,18,18,6445.37,0,0
13669.0,43,1,195.0,0,0
13671.0,30,1,172.6,0,0
13672.0,366,1,233.53000000000003,2,0
13674.0,65,2,215.88,0,0
13676.0,175,3,153.15,3,0
13677.0,40,2,551.24,0,0
13679.0,129,3,281.26,3,0
13680.0,107,8,7700.55,3,0
13683.0,93,1,258.6,3,0
13684.0,26,4,482.29,0,0
13686.0,16,2,337.04,0,0
13687.0,74,1,11880.84,0,0
13688.0,271,1,375.5,2,0
13689.0,80,1,349.5,0,0
13691.0,32,1,212.78,0,0
13692.0,36,3,1549.58,0,0
13693.0,10,11,1980.32,0,0
13694.0,9,105,128172.42,0,-1
13695.0,213,1,266.6,3,0
13696.0,57,4,2008.7,0,0
13698.0,232,2,451.73,2,0
13699.0,183,2,402.82,3,0
13700.0,53,4,321.09,0,0
13701.0,73,2,159.55,0,0
13702.0,81,1,135.18,0,0
13703.0,49,2,8.881784197001252e-16,0,0
13705.0,9,5,1323.47,0,0
13706.0,262,1,300.38,2,0
13707.0,65,3,2559.45,0,0
13709.0,82,5,1263.7,0,0
13710.0,59,2,329.04,0,0
13711.0,42,13,1380.55,0,0
13712.0,246,1,537.58,2,0
13713.0,44,3,740.76,0,0
13714.0,101,1,161.35,3,0
13715.0,8,14,7328.75,0,0
13717.0,88,4,315.79,0,0
13719.0,29,6,1741.4,0,0
13721.0,31,1,217.39999999999998,0,0
13722.0,56,7,3260.0,0,0
13723.0,28,5,994.23,0,0
13724.0,273,1,213.01,2,0
13727.0,247,7,727.9200000000001,2,0
13728.0,23,10,1839.03,0,0
13729.0,71,5,676.4300000000001,0,0
13733.0,46,3,484.53000000000003,0,0
13734.0,144,6,3445.34,3,0
13735.0,12,14,6657.88,0,0
13736.0,61,9,1979.3700000000001,0,0
13738.0,32,1,434.78000000000003,0,0
13739.0,163,1,75.3,3,0
13740.0,51,4,1232.02,0,0
13745.0,177,2,469.73,3,0
13746.0,49,1,176.69,0,0
13747.0,9,2,169.79999999999998,0,0
13748.0,9,5,1320.1,0,0
13749.0,337,1,-10.25,2,0
13750.0,10,8,1916.3400000000001,0,0
13752.0,163,1,404.45000000000005,3,0
13753.0,234,3,1353.31,2,0
13754.0,73,1,164.45000000000002,0,0
13756.0,3,11,3983.3300000000004,0,0
13757.0,310,1,195.55,2,0
13758.0,2,14,6072.59,0,0
13760.0,40,4,1071.85,0,0
13761.0,138,4,881.52,3,0
13762.0,229,4,2165.76,2,0
13763.0,24,3,3492.53,0,0
13764.0,205,3,1400.2,3,0
13765.0,289,1,352.821,2,0
13766.0,131,1,190.35,3,0
13767.0,5,48,18169.97,0,0
13768.0,199,8,758.07,3,0
13769.0,3,14,2994.76,0,0
13770.0,58,4,785.37,0,0
13771.0,169,5,3094.37,3,0
13772.0,31,6,1957.89,0,0
13773.0,32,2,301.54,0,0
13775.0,226,1,1049.66,2,0
13776.0,64,8,-340.17,0,0
13777.0,1,42,30268.22,0,0
13778.0,127,4,937.84,3,0
13779.0,151,1,161.13,3,0
13780.0,43,1,372.06,0,0
13781.0,228,3,643.04,2,0
13782.0,89,8,869.27,0,0
13783.0,123,4,1542.09,3,0
13784.0,70,4,434.39,0,0
13785.0,64,4,542.49,0,0
13786.0,3,8,2505.46,0,0
13787.0,92,7,864.66,3,0
13788.0,141,1,3.75,3,0
13789.0,24,1,239.45999999999998,0,0
13792.0,58,1,188.4,0,0
13793.0,282,1,96.0,2,0
13794.0,182,1,126.03,3,0
13795.0,24,4,836.3,0,0
13796.0,135,1,289.7,3,0
13797.0,72,4,1168.45,0,0
13798.0,8,63,37222.05,0,0
13799.0,73,11,1350.96,0,0
13800.0,66,2,1121.24,0,0
13802.0,10,18,21585.29,0,0
13803.0,67,3,1042.04,0,0
13804.0,71,2,572.73,0,0
13807.0,3,4,397.3,0,0
13809.0,30,2,524.65,0,0
13813.0,157,7,1333.01,3,0
13814.0,149,2,676.95,3,0
13815.0,32,5,3270.88,0,0
13818.0,65,1,61.28,0,0
13819.0,305,4,1490.75,2,0
13820.0,54,5,632.5,0,0
13821.0,28,5,969.74,0,0
13823.0,15,6,2400.89,0,0
13824.0,15,9,1574.42,0,0
13825.0,257,2,255.59,2,0
13829.0,57,1,102.0,0,0
13830.0,210,2,135.95000000000002,3,0
13831.0,5,15,4780.69,0,0
13832.0,58,1,557.6899999999999,0,0
13833.0,40,1,316.56,0,0
13834.0,212,3,247.89,3,0
13835.0,155,4,210.25,3,0
13836.0,35,3,602.52,0,0
13838.0,5,7,1245.91,0,0
13839.0,122,1,139.95000000000002,3,0
13840.0,52,1,651.4,0,0
13842.0,2,11,2219.34,0,0
13843.0,17,1,319.75,0,0
13846.0,35,1,442.73,0,0
13847.0,355,1,310.72,2,0
13848.0,2,6,2080.0,0,0
13849.0,33,4,1905.85,0,0
13851.0,15,6,1865.3000000000002,0,0
13852.0,242,2,170.45000000000002,2,0
13854.0,1,17,4133.19,0,0
13855.0,136,5,1253.94,3,0
13856.0,99,10,695.48,3,0
13857.0,29,7,997.11,0,0
13859.0,165,1,314.7,3,0
13861.0,65,3,251.31,0,0
13862.0,25,1,346.73,0,0
13863.0,84,4,918.07,0,0
13864.0,22,1,662.4000000000001,0,0
13869.0,17,6,4913.22,0,0
13870.0,16,8,2938.59,0,0
13871.0,60,7,1415.15,0,0
13872.0,149,6,891.32,3,0
13873.0,19,5,649.32,0,0
13874.0,140,9,1448.75,3,0
13875.0,23,9,3027.58,0,0
13877.0,100,4,329.09,3,0
13878.0,183,3,1145.33,3,0
13879.0,281,1,395.5,2,0
13880.0,3,5,1171.89,0,0
13881.0,11,29,27402.98,0,0
13883.0,16,17,3803.99,0,0
13884.0,12,8,1007.63,0,0
13888.0,40,5,1405.92,0,0
13889.0,18,7,1438.8300000000002,0,0
13890.0,10,8,997.87,0,0
13891.0,14,3,859.21,0,0
13892.0,113,2,634.68,3,0
13895.0,142,3,1335.5,3,0
13896.0,261,1,388.55,2,0
13897.0,74,2,849.56,0,0
13898.0,47,1,530.47,0,0
13900.0,16,4,867.14,0,0
13901.0,10,15,2732.14,0,0
13902.0,268,8,30411.26,2,-1
13903.0,36,1,165.45000000000002,0,0
13905.0,207,3,244.45,3,0
13906.0,45,1,42.0,0,0
13907.0,327,1,136.8,2,0
13909.0,59,2,282.85,0,0
13910.0,79,1,-127.66,0,0
13911.0,15,13,1619.1299999999999,0,0
13912.0,59,1,124.95,0,0
13913.0,142,1,42.22,3,0
13915.0,30,2,31.200000000000003,0,0
13916.0,99,5,1260.51,3,0
13919.0,60,2,975.87,0,0
13920.0,67,5,1734.88,0,0
13921.0,35,5,720.75,0,0
13922.0,53,4,652.45,0,0
13927.0,49,2,340.97,0,0
13929.0,52,11,2515.25,0,0
13931.0,28,9,4019.85,0,0
13935.0,232,3,6116.92,2,0
13936.0,18,2,563.08,0,0
13937.0,32,2,708.53,0,0
13939.0,64,6,976.91,0,0
13941.0,7,12,5933.74,0,0
13942.0,170,1,320.0,3,0
13943.0,213,1,246.54,3,0
13944.0,289,1,200.43,2,0
13945.0,30,2,854.15,0,0
13946.0,12,4,1183.8600000000001,0,0
13948.0,47,4,434.86,0,0
13952.0,10,14,9544.8,0,0
13953.0,45,5,3125.0,0,0
13955.0,11,1,221.10999999999999,0,0
13957.0,53,3,458.25,0,0
13958.0,8,12,4504.78,0,0
13959.0,35,3,470.73,0,0
13961.0,21,2,498.7,0,0
13962.0,71,1,193.25,0,0
13963.0,3,15,2235.08,0,0
13964.0,23,3,421.9,0,0
13965.0,91,5,777.6600000000001,3,0
13966.0,71,1,384.26,0,0
13967.0,32,1,85.6,0,0
13968.0,59,1,123.66,0,0
13969.0,1,20,4181.03,0,0
13970.0,22,2,846.55,0,0
13971.0,53,7,1891.6100000000001,0,0
13974.0,213,3,249.93,3,0
13975.0,29,7,2786.66,0,0
13976.0,142,3,834.38,3,0
13977.0,47,1,519.8100000000001,0,0
13979.0,29,10,2420.66,0,0
13980.0,73,8,521.88,0,0
13981.0,36,2,327.39,0,0
13982.0,1,9,2494.98,0,0
13983.0,2,18,4377.75,0,0
13984.0,2,8,1128.09,0,0
13985.0,10,8,2957.78,0,0
13987.0,15,2,682.54,0,0
13988.0,19,2,609.84,0,0
13989.0,100,3,759.98,3,0
13992.0,16,2,142.7,0,0
13993.0,15,12,3280.7000000000003,0,0
13995.0,15,12,2452.77,0,0
13996.0,22,2,895.76,0,0
13997.0,155,3,376.46,3,0
13998.0,82,3,566.7,0,0
13999.0,10,21,5572.75,0,0
14000.0,50,6,1243.88,0,0
14001.0,9,7,2487.01,0,0
14003.0,368,1,209.41,2,0
14004.0,29,4,1675.81,0,0
14006.0,164,4,1234.48,3,0
14007.0,148,1,79.48,3,0
14008.0,11,2,493.74,0,0
14009.0,98,1,404.3,3,0
14010.0,201,3,288.09999999999997,3,0
14011.0,116,3,451.91999999999996,3,0
14013.0,16,3,533.2,0,0
14014.0,12,2,1443.03,0,0
14016.0,32,8,7051.25,0,0
14017.0,207,1,229.75,3,0
14018.0,281,1,367.15000000000003,2,0
14020.0,112,3,570.46,3,0
14021.0,10,4,1084.68,0,0
14022.0,122,1,352.15000000000003,3,0
14024.0,26,1,318.04,0,0
14025.0,100,10,3969.1,3,0
14026.0,106,2,713.11,3,0
14028.0,134,5,3175.5,3,0
14030.0,2,16,5722.76,0,0
14031.0,1,35,23311.74,0,0
14032.0,2,8,1856.23,0,0
14033.0,191,1,109.44,3,0
14035.0,42,6,1362.48,0,0
14037.0,114,5,608.75,3,0
14038.0,24,4,1446.45,0,0
14039.0,211,1,115.08000000000001,3,0
14040.0,22,27,8848.49,0,0
14042.0,361,1,431.98,2,0
14043.0,127,3,299.65,3,0
14044.0,54,7,2414.33,0,0
14045.0,9,16,8000.88,0,0
14047.0,1,14,2868.7200000000003,0,0
14048.0,18,2,338.76,0,0
14049.0,23,12,7312.25,0,0
14051.0,2,17,6587.56,0,0
14052.0,26,1,241.3,0,0
14053.0,33,2,312.05,0,0
14055.0,213,2,795.3199999999999,3,0
14057.0,17,5,2135.0,0,0
14058.0,98,2,469.19,3,0
14060.0,2,14,3367.76,0,0
14061.0,143,3,917.4300000000001,3,0
14062.0,10,15,14951.43,0,0
14063.0,66,13,-3767.1999999999994,0,0
14064.0,66,14,1798.6499999999999,0,0
14065.0,25,4,889.37,0,0
14068.0,232,4,1227.47,2,0
14069.0,150,2,225.81,3,0
14070.0,320,1,321.6,2,0
14072.0,302,1,390.85,2,0
14074.0,259,1,219.39999999999998,2,0
14075.0,39,3,792.61,0,0
14077.0,31,1,115.66,0,0
14078.0,9,4,640.34,0,0
14079.0,318,1,243.63,2,0
14080.0,49,5,1030.13,0,0
14081.0,5,13,4279.27,0,0
14082.0,28,1,231.10999999999999,0,0
14083.0,7,3,373.3,0,0
14084.0,148,1,150.5,3,0
14085.0,4,16,5607.43,0,0
14086.0,98,1,39.95,3,0
14087.0,40,3,608.0,0,0
14088.0,23,6,11984.53,0,0
14091.0,290,2,9530.08,2,0
14092.0,8,11,3146.64,0,0
14094.0,75,2,310.82,0,0
14095.0,358,1,2.95,2,0
14097.0,117,2,422.85999999999996,3,0
14099.0,11,10,2592.7400000000002,0,0
14101.0,24,8,3965.34,0,0
14103.0,301,1,0.0,2,0
14104.0,25,3,527.3199999999999,0,0
14105.0,30,7,4443.65,0,0
14106.0,373,1,214.79999999999998,2,0
14107.0,73,5,2165.2200000000003,0,0
14108.0,367,2,447.05,2,0
14110.0,71,22,7287.95,0,0
14112.0,87,15,2750.34,0,0
14113.0,11,23,4778.83,0,0
14114.0,31,5,977.5600000000001,0,0
14115.0,137,2,622.6700000000001,3,0
14118.0,64,1,458.45,0,0
14119.0,11,2,183.37,0,0
14120.0,66,1,-23.8,0,0
14122.0,30,5,309.77,0,0
14123.0,369,1,436.18,2,0
14126.0,80,1,466.33000000000004,0,0
14127.0,16,3,1190.3700000000001,0,0
14128.0,179,2,271.86,3,0
14129.0,35,4,1467.48,0,0
14130.0,11,3,1377.86,0,0
14131.0,284,1,168.22,2,0
14133.0,369,1,305.5,2,0
14134.0,18,15,11123.35,0,0
14135.0,3,12,4914.74,0,0
14136.0,36,7,1553.96,0,0
14137.0,317,2,294.1,2,0
14139.0,126,3,670.98,3,0
14142.0,9,4,655.94,0,0
14144.0,122,1,30.599999999999998,3,0
14145.0,95,3,3857.85,3,0
14146.0,19,7,5259.3,0,0
14147.0,24,9,1550.9,0,0
14148.0,50,1,309.09000000000003,0,0
14151.0,309,3,666.7,2,0
14152.0,23,6,1364.35,0,0
14153.0,119,1,233.4,3,0
14154.0,17,8,4917.98,0,0
14156.0,7,138,183163.55,0,-1
14157.0,25,3,553.8000000000001,0,0
14159.0,15,11,2879.03,0,0
14160.0,246,7,8421.47,2,0
14161.0,5,5,2182.46,0,0
14163.0,98,1,148.71,3,0
14166.0,141,2,251.15,3,0
14167.0,100,4,711.7,3,0
14168.0,56,3,305.9,0,0
14169.0,66,2,621.51,0,0
14170.0,11,3,570.18,0,0
14171.0,366,1,135.0,2,0
14172.0,241,4,356.27,2,0
14173.0,277,3,116.11,2,0
14175.0,16,10,4242.38,0,0
14176.0,3,2,339.11,0,0
14177.0,17,9,1660.23,0,0
14180.0,8,12,1469.98,0,0
14181.0,46,2,308.35,0,0
14182.0,79,5,660.07,0,0
14183.0,47,2,278.34000000000003,0,0
14186.0,63,5,1550.63,0,0
14187.0,109,1,123.5,3,0
14189.0,4,2,1160.31,0,0
14190.0,302,1,79.9,2,0
14191.0,30,3,53.4,0,0
14192.0,24,1,293.74,0,0
14193.0,32,1,356.8,0,0
14194.0,28,22,7226.12,0,0
14195.0,71,7,1418.54,0,0
14197.0,46,1,390.05,0,0
14198.0,36,6,864.08,0,0
14199.0,36,5,731.0999999999999,0,0
14200.0,253,1,379.2,2,0
14201.0,45,3,446.1,0,0
14202.0,17,3,847.76,0,0
14203.0,33,1,339.34,0,0
14204.0,58,3,874.22,0,0
14205.0,1,9,1689.6,0,0
14206.0,16,3,836.9499999999999,0,0
14207.0,323,1,157.8,2,0
14208.0,187,1,415.31,3,0
14209.0,21,12,2870.2400000000002,0,0
14210.0,7,15,3913.4300000000003,0,0
14211.0,47,13,2093.39,0,0
14212.0,81,1,1119.6599999999999,0,0
14213.0,7,2,-1.4210854715202004e-14,0,0
14215.0,4,4,1626.61,0,0
14216.0,45,2,303.09,0,0
14217.0,1,11,1281.51,0,0
14219.0,45,2,543.89,0,0
14220.0,203,2,882.5999999999999,3,0
14221.0,85,9,3078.7400000000002,0,0
14224.0,26,5,831.98,0,0
14225.0,70,5,2009.17,0,0
14226.0,71,2,766.14,0,0
14227.0,50,7,3011.6,0,0
14228.0,73,3,745.5,0,0
14229.0,39,6,1018.39,0,0
14230.0,71,3,979.8000000000001,0,0
14231.0,86,1,309.91,0,0
14233.0,10,5,1319.45,0,0
14235.0,134,4,1573.1299999999999,3,0
14236.0,8,6,1241.88,0,0
14237.0,9,3,466.04,0,0
14238.0,298,2,287.38,2,0
14239.0,67,11,1880.22,0,0
14240.0,59,1,357.15,0,0
14241.0,332,1,120.0,2,0
14243.0,1,10,4829.4800000000005,0,0
14244.0,295,2,354.82,2,0
14247.0,40,5,613.84,0,0
14248.0,95,2,730.37,3,0
14249.0,46,12,5400.461,0,0
14252.0,17,1,350.99,0,0
14253.0,129,2,363.40000000000003,3,0
14254.0,68,1,601.03,0,0
14255.0,182,4,-1441.6,3,0
14256.0,127,6,1449.08,3,0
14257.0,16,4,2854.73,0,0
14258.0,24,22,18377.27,0,0
14260.0,107,3,824.28,3,0
14263.0,59,1,322.93,0,0
14264.0,8,6,1141.89,0,0
14265.0,100,2,843.17,3,0
14266.0,64,1,40.56,0,0
14267.0,337,2,-19.9,2,0
14268.0,106,1,354.85,3,0
14269.0,71,2,261.68,0,0
14271.0,45,1,101.86,0,0
14272.0,198,2,482.85,3,0
14274.0,322,1,256.6,2,0
14275.0,31,6,1189.3799999999999,0,0
14276.0,36,8,909.93,0,0
14277.0,47,10,367.4699999999999,0,0
14278.0,45,1,205.83,0,0
14279.0,156,2,191.86,3,0
14281.0,44,1,245.15,0,0
14282.0,3,12,4115.32,0,0
14283.0,99,4,628.4399999999999,3,0
14284.0,289,1,704.4,2,0
14285.0,149,5,1248.63,3,0
14286.0,35,7,3800.89,0,0
14290.0,49,8,1901.48,0,0
14291.0,16,13,3971.1,0,0
14292.0,38,13,4068.57,0,0
14293.0,4,7,2127.77,0,0
14294.0,43,1,375.34,0,0
14295.0,74,6,2161.36,0,0
14296.0,49,3,448.45,0,0
14298.0,11,39,39626.87,0,0
14299.0,1,25,9972.42,0,0
14301.0,45,5,1324.19,0,0
14302.0,66,3,742.9000000000001,0,0
14303.0,43,2,277.94,0,0
14304.0,15,3,1326.71,0,0
14306.0,14,4,1058.0800000000002,0,0
14307.0,9,6,2067.36,0,0
14308.0,185,5,-849.45,3,0
14309.0,49,2,1428.28,0,0
14310.0,68,1,492.1,0,0
14311.0,203,1,206.19,3,0
14312.0,14,5,1478.7,0,0
14313.0,260,1,-302.31,2,0
14314.0,49,2,101.9,0,0
14315.0,169,3,711.74,3,0
14316.0,58,6,1355.34,0,0
14318.0,96,1,158.02,3,0
14319.0,60,2,476.95000000000005,0,0
14320.0,182,4,861.01,3,0
14321.0,64,3,667.83,0,0
14322.0,63,6,384.3,0,0
14324.0,45,2,701.61,0,0
14325.0,205,1,245.48000000000002,3,0
14326.0,99,2,757.13,3,0
14327.0,18,5,1583.28,0,0
14328.0,66,3,-445.06,0,0
14329.0,11,14,4806.78,0,0
14330.0,259,1,200.63,2,0
14332.0,17,2,1077.2,0,0
14334.0,61,5,1753.52,0,0
14337.0,367,1,-658.63,2,0
14338.0,172,1,339.88,3,0
14339.0,64,1,310.75,0,0
14341.0,56,11,2277.09,0,0
14342.0,68,3,235.03,0,0
14343.0,57,4,1079.66,0,0
14344.0,3,14,2443.77,0,0
14346.0,61,3,1294.17,0,0
14347.0,372,1,82.6,2,0
14350.0,16,2,689.1,0,0
14353.0,46,2,285.9,0,0
14355.0,1,3,840.0500000000001,0,0
14358.0,25,3,384.29999999999995,0,0
14361.0,214,1,214.70999999999998,3,0
14363.0,38,2,227.47000000000003,0,0
14365.0,30,2,634.68,0,0
14366.0,161,1,136.0,3,0
14369.0,278,2,469.13,2,0
14370.0,86,9,1092.13,0,0
14372.0,79,3,830.1800000000001,0,0
14374.0,177,1,108.0,3,0
14375.0,86,2,871.26,0,0
14376.0,319,1,215.46,2,0
14378.0,257,1,131.25,2,0
14379.0,29,2,917.06,0,0
14380.0,239,2,-99.72999999999999,2,0
14381.0,87,1,423.26,0,0
14382.0,26,2,572.19,0,0
14384.0,136,1,58.5,3,0
14388.0,2,12,3417.26,0,0
14389.0,60,6,821.35,0,0
14390.0,8,7,1715.01,0,0
14391.0,212,1,135.6,3,0
14392.0,68,1,266.4,0,0
14394.0,200,1,93.8,3,0
14395.0,8,13,4619.3,0,0
14396.0,7,6,1591.74,0,0
14398.0,37,2,707.79,0,0
14399.0,30,9,2093.21,0,0
14400.0,36,3,1143.3,0,0
14401.0,60,11,2663.42,0,0
14402.0,288,1,285.6,2,0
14403.0,219,4,396.45,2,0
14404.0,5,9,1344.64,0,0
14405.0,22,1,195.0,0,0
14408.0,107,4,1503.2400000000002,3,0
14409.0,4,6,1545.44,0,0
14410.0,12,2,1531.63,0,0
14412.0,60,1,656.16,0,0
14413.0,46,3,643.47,0,0
14414.0,10,1,902.35,0,0
14415.0,15,14,6036.77,0,0
14417.0,23,1,524.65,0,0
14419.0,18,1,202.85,0,0
14420.0,32,5,1241.85,0,0
14421.0,148,5,1643.51,3,0
14422.0,10,15,5937.28,0,0
14423.0,60,3,649.76,0,0
14425.0,63,5,635.89,0,0
14426.0,29,11,7185.07,0,0
14427.0,130,2,900.1800000000001,3,0
14429.0,39,1,516.28,0,0
14430.0,147,5,956.4000000000001,3,0
14431.0,15,3,2143.84,0,0
14433.0,101,1,280.7,3,0
14435.0,137,1,90.42,3,0
14436.0,189,1,182.64000000000001,3,0
14437.0,1,6,850.84,0,0
14439.0,79,4,6781.8,0,0
14440.0,1,11,4169.15,0,0
14441.0,1,10,2816.45,0,0
14442.0,50,7,3727.4,0,0
14443.0,4,4,950.7,0,0
14444.0,92,1,120.44,3,0
14445.0,91,1,221.65,3,0
14446.0,22,1,189.93,0,0
14447.0,36,1,548.5,0,0
14449.0,8,5,1555.4,0,0
14450.0,15,4,645.19,0,0
14451.0,25,16,2571.6,0,0
14452.0,31,2,399.9,0,0
14454.0,12,6,970.7,0,0
14455.0,68,5,584.37,0,0
14458.0,16,1,228.07,0,0
14459.0,169,2,3501.221,3,0
14460.0,32,8,536.26,0,0
14461.0,18,11,4557.95,0,0
14462.0,68,1,262.24,0,0
14463.0,135,1,256.95,3,0
14464.0,204,2,111.0,3,0
14465.0,64,8,2887.4100000000003,0,0
14466.0,8,7,2374.5,0,0
14467.0,25,8,1606.98,0,0
14468.0,369,1,204.24,2,0
14469.0,52,4,2093.46,0,0
14470.0,66,1,250.85,0,0
14471.0,227,2,400.95,2,0
14472.0,325,1,266.05,2,0
14474.0,215,1,711.23,3,0
14475.0,44,1,225.3,0,0
14477.0,72,5,652.8,0,0
14478.0,18,4,1276.66,0,0
14479.0,1,3,982.86,0,0
14480.0,38,4,1016.22,0,0
14481.0,43,4,1272.01,0,0
14482.0,15,8,2118.25,0,0
14483.0,372,1,120.0,2,0
14484.0,37,3,749.0600000000001,0,0
14486.0,147,2,175.5,3,0
14487.0,4,3,213.14000000000001,0,0
14489.0,73,3,1111.55,0,0
14490.0,42,2,1273.47,0,0
14491.0,8,1,127.2,0,0
14492.0,66,10,1574.3600000000001,0,0
14493.0,26,7,2630.92,0,0
14494.0,37,2,261.9,0,0
14495.0,283,2,42.5,2,0
14496.0,9,9,2107.07,0,0
14497.0,309,1,221.69,2,0
14498.0,37,5,1943.51,0,0
14499.0,10,7,1275.0,0,0
14505.0,40,16,5823.55,0,0
14506.0,5,3,1256.6000000000001,0,0
